employee_id,guide_id,task_id,role,department,task_order,phase,category,task_name,task_description,task_owner,action_required_by,required,status,joining_date,due_date,is_overdue,evidence,issue_text,ml_target_category,ml_match_score,confidence_band,approved_next_step,next_step_owner,employee_action,reminder_template,escalation_rule,reviewer_action,review_timestamp,source_type,source_reference,ml_text
EMP-317,G039,G039-T05,Supply Chain Manager,Supply Chain,5,Preboarding,Policy,Acknowledge company policies,Review and acknowledge the required employee policies and code of conduct.,HR,Employee,True,Completed,2026-09-01,2026-09-03,False,Policy acknowledgement,Onboarding item 'Acknowledge company policies' is currently completed.,Policy,0.77,High / Usable,No action required; task is complete.,Employee,No employee action,Please review and acknowledge the required policies.,Escalate to HR if acknowledgement is overdue.,None,2026-09-13T13:13:00,Synthetic onboarding guide,G039,Onboarding item 'Acknowledge company policies' is currently completed. Review and acknowledge the required employee policies and code of conduct.
EMP-317,G039,G039-T06,Supply Chain Manager,Supply Chain,6,Preboarding,IT Access,Create company email account,IT creates the employee's corporate email account and confirms activation.,IT,IT,True,Completed,2026-09-01,2026-09-02,False,Email activation confirmation,Create company email account needs attention; current status is completed.,IT Access,0.84,High / Usable,No action required; task is complete.,IT,No employee action,IT has been asked to activate your company email.,Escalate to IT if activation is overdue.,None,2026-09-11T00:42:00,Synthetic onboarding guide,G039,Create company email account needs attention; current status is completed. IT creates the employee's corporate email account and confirms activation.
EMP-317,G039,G039-T07,Supply Chain Manager,Supply Chain,7,Preboarding,IT Equipment,Provision laptop/workstation,IT prepares the approved laptop or workstation and records the device assignment.,IT,IT,True,Completed,2026-09-01,2026-09-03,False,Device assignment confirmation,Provision laptop/workstation needs attention; current status is completed.,IT Equipment,0.79,High / Usable,No action required; task is complete.,IT,No employee action,IT needs to complete your workstation setup.,Escalate to IT if provisioning is overdue.,None,2026-09-13T20:21:00,Synthetic onboarding guide,G039,Provision laptop/workstation needs attention; current status is completed. IT prepares the approved laptop or workstation and records the device assignment.
EMP-317,G039,G039-T08,Supply Chain Manager,Supply Chain,8,Preboarding,Access Management,Provision standard system access,IT provisions the standard applications and access required for the employee's role.,IT,IT,True,Completed,2026-09-01,2026-09-03,False,Access provisioning record,Provision standard system access is completed.,Access Management,0.83,High / Usable,No action required; task is complete.,IT,No employee action,Your standard system access is being prepared.,Escalate to IT if access is overdue.,None,2026-09-14T13:50:00,Synthetic onboarding guide,G039,Provision standard system access is completed. IT provisions the standard applications and access required for the employee's role.
EMP-317,G039,G039-T09,Supply Chain Manager,Supply Chain,9,Day 1,Orientation,Attend company orientation,"Attend the company orientation covering organization, workplace practices and key contacts.",HR,Employee,True,Pending,2026-09-01,2026-09-01,True,,Attend company orientation needs attention; current status is pending.,Orientation,0.81,High / Usable,Attend the company orientation,Employee,Take action,Please attend your scheduled company orientation.,Escalate to HR if attendance is missing.,None,2026-09-12T02:31:00,Synthetic onboarding guide,G039,"Attend company orientation needs attention; current status is pending. Attend the company orientation covering organization, workplace practices and key contacts."
EMP-317,G039,G039-T10,Supply Chain Manager,Supply Chain,10,Day 1,Security,Complete security awareness training,Complete mandatory security and acceptable-use training before full access is granted.,Security,Employee,True,Pending,2026-09-01,2026-09-02,True,,Complete security awareness training needs attention; current status is incomplete.,Security,0.8,High / Usable,Complete security awareness training,Employee,Take action,Please complete the required security training.,Escalate to Security/HR if overdue.,None,2026-09-10T17:45:00,Synthetic onboarding guide,G039,Complete security awareness training needs attention; current status is incomplete. Complete mandatory security and acceptable-use training before full access is granted.
EMP-317,G039,G039-T11,Supply Chain Manager,Supply Chain,11,Day 1,Manager Setup,Meet reporting manager,Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.,Manager,Employee,True,Pending,2026-09-01,2026-09-02,True,,Meet reporting manager needs attention; current status is incomplete.,Manager Setup,0.86,High / Usable,Complete the manager onboarding meeting,Employee,Take action,Please attend your manager onboarding meeting.,Escalate to the manager if not scheduled.,None,2026-09-14T06:13:00,Synthetic onboarding guide,G039,Meet reporting manager needs attention; current status is incomplete. Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.
EMP-317,G039,G039-T12,Supply Chain Manager,Supply Chain,12,Week 1,Team Integration,Complete team introduction,Meet key team members and understand team communication and collaboration practices.,Manager,Employee,True,Pending,2026-09-01,2026-09-04,True,,Employee has incomplete status for complete team introduction.,Team Integration,0.83,High / Usable,Complete the team introduction activities,Employee,Take action,Please complete your team introductions.,Escalate to manager if not completed.,None,2026-09-13T23:26:00,Synthetic onboarding guide,G039,Employee has incomplete status for complete team introduction. Meet key team members and understand team communication and collaboration practices.
EMP-317,G039,G039-T13,Supply Chain Manager,Supply Chain,13,Week 1,Onboarding Plan,Review role-specific onboarding plan,"Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager.",Manager,Employee,True,Completed,2026-09-01,2026-09-06,False,Onboarding plan acknowledgement,Review role-specific onboarding plan is completed.,Onboarding Plan,0.75,High / Usable,No action required; task is complete.,Employee,No employee action,Please review your role-specific onboarding plan.,Escalate to manager if incomplete.,None,2026-09-13T23:41:00,Synthetic onboarding guide,G039,"Review role-specific onboarding plan is completed. Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager."
EMP-317,G039,G039-T14,Supply Chain Manager,Supply Chain,14,Week 1,Access Management,Confirm required access,Employee confirms that all required systems and applications are accessible and reports missing access.,IT,Employee,True,Completed,2026-09-01,2026-09-06,False,Access confirmation or access issue,Confirm required access needs attention; current status is completed.,Access Management,0.9,High / Usable,No action required; task is complete.,Employee,No employee action,Please confirm that you can access the required systems.,Escalate missing access to IT.,None,2026-09-14T10:19:00,Synthetic onboarding guide,G039,Confirm required access needs attention; current status is completed. Employee confirms that all required systems and applications are accessible and reports missing access.
